id,title,year,rating,rating_category,processed_text,title_length
517180,Counterfeit Kunkoo,2018,7.2,Good,counterfeit kunkoo,18
719918,Hum Bhi Akele Tum Bhi Akele,2020,6,Neutral,hum bhi akele tum bhi akele,27
313430,Aggar,2007,4.7,Neutral,aggar,5
614385,Chhota Bheem Aur Krishna,2008,6.8,Neutral,chhota bheem aur krishna,24
1093971,Sri,2024,6.700122027,Bad,sri,3
227338,War Chod Na Yaar,2013,7.5,Good,war chod na yaar,16
986957,Titu Ambani,2022,6,Neutral,titu ambani,11
197490,Phir Kabhi,2009,6,Neutral,phir kabhi,10
646455,Bebaak,2019,8,Good,bebaak,6
753637,Laali,2021,2,Bad,laali,5
587126,Jhoota Kahin Ka,1979,5,Neutral,jhoota kahin ka,15
743571,Zakhmi Naagin,2004,5.382357152,Bad,zakhmi naagin,13
1062923,Blood Brothers,2007,6.201748341,Bad,blood brother,14
813737,The Cage of life,2020,6.651758183,Bad,cage life,16
532913,Bhoot Bhaijaan,2018,10,Good,bhoot bhaijaan,14
495825,Beta Ho To Aisa,1994,5.291984742,Bad,beta ho aisa,15
1034231,Chakki,2022,6.185963736,Bad,chakki,6
416578,Love Day,2016,6,Neutral,love day,8
1021634,"Max, Min and Meowzaki",2022,5.459295583,Bad,max min meowzaki,21
969342,Kiss,2022,6.470719874,Bad,kiss,4
1207844,How India Stole and Killed Cricket,2023,5.782650805,Bad,india stole killed cricket,34
400372,Daera,1953,5,Neutral,daera,5
1092606,#MUTE,2023,6.327208459,Bad,mute,5
312674,Hello Hum Lallan Bol Rahe Hain,2010,7,Bad,hello hum lallan bol rahe hain,30
954974,The Protector,2022,6.042034498,Bad,protector,13
1205430,Zoya,2023,6.478022643,Bad,zoya,4
1032045,Woh 3 Din,2022,6.932935983,Bad,woh din,9
1112426,Stree 2,2024,5.376327503,Bad,stree,7
647531,Yuhi Kabhi,1994,5.307040446,Bad,yuhi kabhi,10
498918,Phir Se,2018,6,Neutral,phir se,7
354945,Udhaar Ki Zindagi,1994,9,Good,udhaar ki zindagi,17
278125,That Day After Everyday,2013,8,Good,day everyday,23
1215938,Crakk - Jeetegaa Toh Jiyegaa!,2024,5.599379453,Bad,crakk jeetegaa toh jiyegaa,29
753522,Unfair & Lovely,2022,5.851335945,Bad,unfair lovely,15
339796,Mad About Dance,2014,4.5,Neutral,mad dance,15
679041,The Winds - Hawayein,2020,6.646631855,Bad,wind hawayein,20
580082,Rogan Josh,2018,3.3,Bad,rogan josh,10
518972,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2009,10,Good,chhota bheem krishna city dead,53
480459,Amavas Ki Raat,1990,6.650076792,Bad,amavas ki raat,14
300924,Shaque,1976,9,Good,shaque,6
115958,Laila: A Mystery,2005,6.47743221,Bad,laila mystery,16
277568,Three Lights & Four Streets,1953,6.429389614,Bad,three light four street,27
923165,Galiyon Ka Badshah,1989,6.12269536,Bad,galiyon ka badshah,18
480644,Insaan Bana Shaitan,1992,6.412919062,Bad,insaan bana shaitan,19
442880,Qatil Chandalini,1998,6.56671037,Bad,qatil chandalini,16
562668,Younger Sister,1959,4,Bad,younger sister,14
238531,Mother Of 1084,1998,7.7,Good,mother,14
382613,Cinema Cinema,1979,5.184828474,Bad,cinema cinema,13
304121,Paap Ka Ant,1989,3,Bad,paap ka ant,11
833103,Hum Intezaar Karenge,1989,10,Good,hum intezaar karenge,20
1106479,Tiger vs. Pathaan,,5.625137455,Bad,tiger pathaan,17
460848,Chutney,2016,6.8,Neutral,chutney,7
185555,The Falcon,1953,5,Neutral,falcon,10
41911,Sirf,2008,6.830266531,Bad,sirf,4
170854,Tukaram,2012,7.3,Good,tukaram,7
1199505,Hello Daddu,2023,5.589364832,Bad,hello daddu,11
822197,Keep Punching,2020,5,Neutral,keep punching,13
972675,Chitrakut,2022,5.159314729,Bad,chitrakut,9
473042,Jimmy,2008,6.847656941,Bad,jimmy,5
1007695,On Either Sides of the Pond,2022,6.770573343,Bad,either side pond,27
1079863,Maamu Tension Nai Leneka,2007,5.82088467,Bad,maamu tension nai leneka,24
1030221,Opium,2022,6.399713949,Bad,opium,5
587121,22 Yards,2019,10,Good,yard,8
538959,Rain: The Terror Within...,2005,5.835294555,Bad,rain terror within,26
115612,Manzil Manzil,1984,3.9,Bad,manzil manzil,13
1146140,Chhipkali,2023,5.301131163,Bad,chhipkali,9
482189,The Tinkling of Anklets,1981,6.250100706,Bad,tinkling anklet,23
260649,The Man's Woman and Other Stories,2009,7.7,Good,man woman story,33
813474,Chaalbaaz In London,,5.446381966,Bad,chaalbaaz london,19
603548,Salaami,1994,5.871417186,Bad,salaami,7
412829,Yeh Raat Phir Na Aaygi,1966,8,Good,yeh raat phir na aaygi,22
454994,3 Nights 4 Days,2009,5,Neutral,night day,15
408461,Sheen,2004,6.497433412,Bad,sheen,5
1198380,Everybody Loves Sohrab Handa,2023,5.475537618,Bad,everybody love sohrab handa,28
1142921,Tere Ishk Mein,,5.937840826,Bad,tere ishk mein,14
496380,Khooni Raat,1991,6.535317947,Bad,khooni raat,11
170863,Des Pardes,1978,6.21899792,Bad,de pardes,10
1112692,Kanwar,2023,6.646542152,Bad,kanwar,6
406213,Gullu Dada Thiree,2012,6,Neutral,gullu dada thiree,17
452968,Rajdarshan,2017,7.5,Good,rajdarshan,10
994826,Dulhan,1974,6.122038502,Bad,dulhan,6
633540,Awara Baap,1985,5.252444575,Bad,awara baap,10
107259,Sautela Pati,1985,5.248002768,Bad,sautela pati,12
307621,Son of India,1962,6,Neutral,son india,12
1209723,Prem Ki Shaadi,2024,5.867333094,Bad,prem ki shaadi,14
1073117,Shubh Nikah,2023,5.576494032,Bad,shubh nikah,11
728405,Rosie: The Saffron Chapter,,6.931182022,Bad,rosie saffron chapter,26
496356,Tantrik Shakti,2003,5.688397178,Bad,tantrik shakti,14
472874,Ek Anari Do Khiladi,1996,5.654853161,Bad,ek anari khiladi,19
447587,Bumbai Bird,2017,6.787685054,Bad,bumbai bird,11
1086512,Angithee 2,2023,5.151150646,Bad,angithee,10
662698,Meri Zindagi Ek Agneepath,1998,5.147815859,Bad,meri zindagi ek agneepath,25
591939,Paappi Devataa,1995,10,Good,paappi devataa,14
580794,RX Suri,2015,6.908741332,Bad,rx suri,7
1182714,Juliet 2,2023,5.94266387,Bad,juliet,8
319953,Jalte Badan,1973,6.777200963,Bad,jalte badan,11
727485,Nawab,2020,4,Bad,nawab,5
421703,Yugandhar,1993,5.598528603,Bad,yugandhar,9
743126,Captive,2020,6.517352722,Bad,captive,7
911607,Lagan,1971,6.141601107,Bad,lagan,5
532158,Pathar Ke Insan,1990,10,Good,pathar ke insan,15
83595,The Test,1960,6,Neutral,test,8
754762,Big Boss,1957,5.481168492,Bad,big bos,8
998207,Umeed,1989,6.31583504,Bad,umeed,5
411499,Badhti Ka Naam Dadhi,1974,6.97085506,Bad,badhti ka naam dadhi,20
1157370,Sameera,1981,6.222142255,Bad,sameera,7
579001,Who?,2005,8.8,Good,,4
311383,Janam Janam,1988,5.965170139,Bad,janam janam,11
1146132,Shanaya - An Unsolved Mystery,2023,6.953634467,Bad,shanaya unsolved mystery,29
399014,The Jungle Book: The Legend of the Giant Claw,2016,6.626854944,Bad,jungle book legend giant claw,45
783885,Meraa Ghar Mere Bacche,1985,5.484643342,Bad,meraa ghar mere bacche,22
1040595,Punishment,1972,6.166947055,Bad,punishment,10
574332,My Sister,1944,6.574415833,Bad,sister,9
439341,The Karma Killings,2016,6.7,Neutral,karma killing,18
307937,Kaanch Ki Deewar,1986,10,Good,kaanch ki deewar,16
96997,4 Times Lucky,2011,6.585941308,Bad,time lucky,13
743234,Jay Vejay,1977,5.448896513,Bad,jay vejay,9
591598,Bharosa,1963,6.260390045,Bad,bharosa,7
1092664,Aagaman,1982,5.392447411,Bad,aagaman,7
819824,Paisa Yeh Paisa,1985,5.864951086,Bad,paisa yeh paisa,15
769899,Jeevan Naiya,1936,4,Bad,jeevan naiya,12
509879,Daasi,1981,5.93714922,Bad,daasi,5
437758,Coffee with D,2017,5.1,Neutral,coffee,13
405957,Family Pack,2011,5,Neutral,family pack,11
496582,Maut Ki Haveli,2001,6.476339373,Bad,maut ki haveli,14
654801,Bombay Ka Chor,1962,10,Good,bombay ka chor,14
352395,Naunihal,1967,9,Good,naunihal,8
988049,Mil Gayee Manzil Mujhe,1989,10,Good,mil gayee manzil mujhe,22
912384,Hafta Bandh,1991,1,Bad,hafta bandh,11
586183,Bansi Birju,1972,6,Neutral,bansi birju,11
418657,Ek Kunwari Ek Kunwara,1973,10,Good,ek kunwari ek kunwara,21
258697,Sansar,1987,6,Neutral,sansar,6
1068182,Purvanchal Diaries,2021,6.891455437,Bad,purvanchal diary,18
276129,Bollywood Evil Dead,2008,2,Bad,bollywood evil dead,19
860409,Happy Birthday Mummyji,2021,6.624892821,Bad,happy birthday mummyji,22
858605,Rimi,2021,5.486700272,Bad,rimi,4
849460,The Successful Loosers,2021,6.747534265,Bad,successful loosers,22
307541,House No. 44,1955,6.486158482,Bad,house,12
665776,Ashes to Idols,2021,5.815407563,Bad,ash idol,14
592418,Chooriyan,2015,5.172720962,Bad,chooriyan,9
1184847,I Killed Bapu,2023,6.238497067,Bad,killed bapu,13
821902,Siyavar Ram,2020,6.723883797,Bad,siyavar ram,11
642507,Mahan Karz,1989,5.520767852,Bad,mahan karz,10
853611,Sur Taal,2020,6.620829624,Bad,sur taal,8
737805,Samskara,,5.161151393,Bad,samskara,8
736938,Special mutton curry,2020,5.14645124,Bad,special mutton curry,20
343111,Aage Ki Soch,1988,2.8,Bad,aage ki soch,12
852975,Chhota Bheem: Journey to Petra,2011,6.836745953,Bad,chhota bheem journey petra,30
714874,Purush,2020,5.541344405,Bad,purush,6
307690,The Nest,1977,6.5,Neutral,nest,8
630422,Aaj Ka M.L.A. Ram Avtar,1984,4,Bad,aaj ka ram avtar,23
581928,Parking Closed,2019,6.414295319,Bad,parking closed,14
1192869,Nirahua Hindustani 3,2018,6.72864472,Bad,nirahua hindustani,20
782000,Tell Me,2018,5.33555895,Bad,tell,7
1139001,Pawan Raja,2017,5.786541841,Bad,pawan raja,10
615945,Have You Met You,2017,5.76802541,Bad,met,16
480619,Love at first sight,2008,6.610219662,Bad,love first sight,19
943514,Gopi Bhina,2017,6.723212954,Bad,gopi bhina,10
919608,Kaali Topi Lal Rumaal,2000,5.332110984,Bad,kaali topi lal rumaal,21
712534,Ganvesh,2015,6.965518985,Bad,ganvesh,7
557858,Unees-Bees,1980,5.996574458,Bad,,10
469322,Ravi,2015,5.685903268,Bad,ravi,4
464018,Geetaa Mera Naam,1974,6.254294484,Bad,geetaa mera naam,16
101154,Berozgaar,2010,6.5,Neutral,berozgaar,9
83318,I Am Singh,2011,5.86684498,Bad,singh,10
278203,Kuttipattalam,2011,5.695730781,Bad,kuttipattalam,13
1203100,Darasingh,1964,5.293846735,Bad,darasingh,9
1165004,Delhi Durbar,1956,5.738002785,Bad,delhi durbar,12
1004113,Johnny Walker,1957,6.066328334,Bad,johnny walker,13
936194,Naata,1955,6.093498359,Bad,naata,5
900356,Shirin Farhad,1956,6.028679946,Bad,shirin farhad,13
821786,Banana Brothers,2003,6.155923501,Bad,banana brother,15
787069,Chitralekha,1941,6.216670369,Bad,chitralekha,11
744478,Shokhiyan,1951,5.688536974,Bad,shokhiyan,9
402207,Bond,1956,6.493114874,Bad,bond,4
304062,24 Ghante,1958,5.581368854,Bad,ghante,9
1171154,Baap,,5.163849855,Bad,baap,4
1166865,Shabbash Daddy,1979,5.464512902,Bad,shabbash daddy,14
1137703,Beach,,6.819307059,Bad,beach,5
1095856,Pachhattar Ka Chhora,,6.541960363,Bad,pachhattar ka chhora,20
1093482,Section 84,,6.419879338,Bad,section,10
1072693,Phir Aayi Hasseen Dillruba,,6.742052358,Bad,phir aayi hasseen dillruba,26
991196,Do Jhoot,1975,5.695458908,Bad,jhoot,8
957328,Swatantra Veer Savarkar,,6.507341547,Bad,swatantra veer savarkar,23
945396,Bedhadak,,5.320182118,Bad,bedhadak,8
911771,The Marriage of Tulsi,1971,6.202222031,Bad,marriage tulsi,21
833800,Agar... If,1977,5.810127274,Bad,agar,10
794098,Pita,1991,5.805002209,Bad,pita,4
737433,Bole Chudiyan,,6.144200177,Bad,bole chudiyan,13
557187,Do Matwale,1991,6.79067365,Bad,matwale,10
553113,Kuch Khoyi Khoyi Baatein,,5.476859291,Bad,kuch khoyi khoyi baatein,24
499241,Karm Yodha,1992,6.678192942,Bad,karm yodha,10
410241,Bin Phere Hum Tere,1979,5.833558582,Bad,bin phere hum tere,18
309147,Jiyo To Aise Jiyo,1981,6.461494598,Bad,jiyo aise jiyo,17
304676,Veeru Dada,1990,6.237218931,Bad,veeru dada,10
671626,Ouch,2016,4.8,Neutral,ouch,4
609244,Anu Menon: Wonder Menon,2019,6,Neutral,anu menon wonder menon,23
1209220,Two Zero One Four,2024,6.37908992,Bad,two zero one four,17
1045194,Lights! Camera! Murder!,2021,8,Good,light camera murder,23
158397,?: A Question Mark,2012,5.4,Neutral,question mark,18
1187058,Munjhya,2024,5.97561561,Bad,munjhya,7
943443,Ribbons for Peace,1998,5.2854267,Bad,ribbon peace,17
81267,Corrode,2011,6.553270494,Bad,corrode,7
318560,Do Ankhen Barah Hath,1997,6.990777416,Bad,ankhen barah hath,20
66649,Teen Thay Bhai,2011,3.7,Bad,teen thay bhai,14
787538,Maarrich,2022,10,Good,maarrich,8
879568,The Desire: A Journey of a Woman,2011,6.853200062,Bad,desire journey woman,32
509516,Khushiyaan,2011,7.5,Good,khushiyaan,10
1117948,Money Back Guarantee,2014,5.383964363,Bad,money back guarantee,20
955664,Jaspreet Singh: Koi Load Nahi,2022,5.7,Neutral,jaspreet singh koi load nahi,29
1083590,Auron Mein Kahan Dum Tha,2024,6.366069608,Bad,auron mein kahan dum tha,24
128772,Siddheshwari,1990,5.8,Neutral,siddheshwari,12
312007,Hum Do Hamare Do,1984,5.772945144,Bad,hum hamare,16
634134,Chupp,1997,5.7,Neutral,chupp,5
143953,The Light of Asia,1925,6.3,Neutral,light asia,17
580640,2016 the End,2017,7.5,Good,end,12
1010385,Siya,2022,6.5,Neutral,siya,4
272222,Kudiyon Ka hai Zamaana,2006,6.468443305,Bad,kudiyon ka hai zamaana,22
750494,Lata,2020,5.2,Neutral,lata,4
496038,Chhuri,2017,6,Neutral,chhuri,6
552097,Naukri,1978,5,Neutral,naukri,6
568215,Meri Lalkaar,1990,6.008943905,Bad,meri lalkaar,12
988988,Judaa Hoke Bhi,2022,7,Bad,judaa hoke bhi,14
806516,1232 KMs,2021,8.8,Good,km,8
209927,Saaz,1997,1,Bad,saaz,4
88867,Ru-Ba-Ru: For Now & Forever,2008,6.5,Neutral,forever,27
1073074,Mystery of Tattoo,2023,5.412470808,Bad,mystery tattoo,17
1063371,Nocturnal Burger,2023,6.93280673,Bad,nocturnal burger,16
424248,Death of Kamla,1989,8,Good,death kamla,14
1184551,Berlin,2023,5.611357421,Bad,berlin,6
859670,12x12 Untitled,2021,6.03097996,Bad,untitled,14
535372,Angrezi Mein Kehte Hain,2018,5.9,Neutral,angrezi mein kehte hain,23
1208588,Kadhale Kadhale,2024,6.358456478,Bad,kadhale kadhale,15
866301,Stand-Up Shorts,2021,5,Neutral,short,15
196312,Hum Hai Raahi CAR Ke,2013,7.5,Good,hum hai raahi car ke,20
555476,Jio Pagla,2017,6.5,Neutral,jio pagla,9
274686,Asmaan Se Ooncha,1989,3,Bad,asmaan se ooncha,16
671539,Happy Hardy And Heer,2020,2,Bad,happy hardy heer,20
1218602,Sarzameen,,5.246723422,Bad,sarzameen,9
403513,Missing on a Weekend,2016,6,Neutral,missing weekend,20
85776,Jo Hum Chahein,2011,2,Bad,jo hum chahein,14
1186128,Rat in the Kitchen,2023,8,Good,rat kitchen,18
55274,Prem Kaa Game,2010,6.448787382,Bad,prem kaa game,13
32974,A One Night Stand,2009,6,Neutral,one night stand,17
922194,I Am Zero,2019,6.14946311,Bad,zero,9
682644,A Dot Com Mom,2016,6,Neutral,dot com mom,13
521725,Paapi,1953,10,Good,paapi,5
339531,Fear,2007,2,Bad,fear,4
319956,Joroo Ka Ghulam,1972,7,Bad,joroo ka ghulam,15
944753,Banaras - The Red Land,2022,5.176872942,Bad,banaras red land,22
1154969,Jaane Do,2023,6.475628078,Bad,jaane,8
16352,Good Night,2008,5.921511211,Bad,good night,10
1026911,Pyaar Ka Sindoor,1986,5.876027469,Bad,pyaar ka sindoor,16
883288,The Green Force,2021,5.463263253,Bad,green force,15
842347,Googly Gumm Hai,2021,10,Good,googly gumm hai,15
152370,Woh Chokri,1994,7,Bad,woh chokri,10
1155640,Vash,2023,6.078693095,Bad,vash,4
1185652,Darranchhoo,2023,6.339563859,Bad,darranchhoo,11
969173,Ae Watan Mere Watan,2024,5.256725686,Bad,ae watan mere watan,19
1070027,For Your Sake,1977,4,Bad,sake,13
304928,Ardhangini,1959,5.747528418,Bad,ardhangini,10
1007946,Saroj Ka Rishta,2022,6.449909659,Bad,saroj ka rishta,15
356158,Gour Hari Dastaan,2015,8,Good,gour hari dastaan,17
896737,Before You Die,2022,5.485267771,Bad,die,14
347573,Sutradhar,1987,5.592691359,Bad,sutradhar,9
272171,Bas Yun Hi,2003,5.66922787,Bad,ba yun hi,10
138081,Ajj De Ranjhe,2012,6,Neutral,ajj de ranjhe,13
15646,Jugaad,2009,5.3,Neutral,jugaad,6
1030224,A Place of Our Own,2022,5.844556872,Bad,place,18
826178,Bhavai,2021,5.225741223,Bad,bhavai,6
353807,Tarpan,1995,7,Bad,tarpan,6
983946,Sita: The Incarnation,,6.972960106,Bad,sita incarnation,21
950305,Tadbir,1945,6.480981443,Bad,tadbir,6
883156,Parda,1949,5.985249604,Bad,parda,5
1179065,Khilonewala,,6.844050397,Bad,khilonewala,11
911597,Dhoop Chhaon,1977,5.101526242,Bad,dhoop chhaon,12
509743,Kabeela,1976,5.329827018,Bad,kabeela,7
590806,Apna Khoon,1978,6.635354765,Bad,apna khoon,10
410339,Man from Bombay,1960,5,Neutral,man bombay,15
881614,Adbhut,,5.423000212,Bad,adbhut,6
647554,Anokha Andaaz,1995,5.922301137,Bad,anokha andaaz,13
170458,Kirchiyaan,2013,8,Good,kirchiyaan,10
920109,Sindoor Ki Saugandh,2002,5.18368333,Bad,sindoor ki saugandh,19
515629,Liberation,1988,10,Good,liberation,10
509746,Jab Andhera Hota Hai,1974,6.372021199,Bad,jab andhera hota hai,20
881582,Contract Killer,2020,5.819477898,Bad,contract killer,15
239582,My Little Devil,1999,5,Neutral,little devil,15
543521,HahaKaar,2018,7,Bad,hahakaar,8
238876,Last Train To Mahakali,2000,5.3,Neutral,last train mahakali,22
619096,Rishta Kagaz Ka,1983,5,Neutral,rishta kagaz ka,15
464445,Maha Badmaash,1977,6.173862889,Bad,maha badmaash,13
260669,In the Name of God,1992,8.6,Good,name god,18
33375,My Bollywood Bride,2006,5,Neutral,bollywood bride,18
1201012,Dhoom Dhaam,,5.470403985,Bad,dhoom dhaam,11
591916,Insaf Ki Pukar,1987,6.812895555,Bad,insaf ki pukar,14
331565,Dosti Dhushmani,1986,10,Good,dosti dhushmani,15
108343,Nikaah,1982,5,Neutral,nikaah,6
467589,8 PM: A Murder Mystery,2008,10,Good,pm murder mystery,22
669750,Hukumat Ki Aandhi,2017,2.5,Bad,hukumat ki aandhi,17
60039,Aashiqui.in,2011,10,Good,,11
509696,Sau Din Saas Ke,1980,5.8142899,Bad,sau din saas ke,15
309138,Gollu Aur Pappu,2014,4.7,Neutral,gollu aur pappu,15
1040393,Sanaa,2022,5.164613359,Bad,sanaa,5
1081422,Kunwari Dulhan,1991,5.423628979,Bad,kunwari dulhan,14
1129570,Rosh,2023,5.15024274,Bad,rosh,4
1165021,Qeemat,1956,5.114783438,Bad,qeemat,6
1006660,Judgement of Allah,1935,6.326022407,Bad,judgement allah,18
284508,Indira B.A.,1929,6.840322108,Bad,indira,11
916628,Chakda ‘Xpress,,10,Good,chakda xpress,14
306407,Honour of the House,1994,2,Bad,honour house,19
499727,Chudail No. 1,1999,5.834838201,Bad,chudail,13
685807,Chor Ke Ghar Chor,1978,5.789546161,Bad,chor ke ghar chor,17
1196741,Attack: Part 2,,5.807021855,Bad,attack part,14
303376,Ek Nai Paheli,1984,6,Neutral,ek nai paheli,13
979317,A Kali Temple Inside Out,2018,6.449207991,Bad,kali temple inside,24
779991,Ssukh,2005,6,Neutral,ssukh,5
1091345,Abhishek Upmanyu: Jealous of Sabziwala,2023,5.709490787,Bad,abhishek upmanyu jealous sabziwala,38
1021502,Gone to Waste,1988,6.363487344,Bad,gone waste,13
616210,Jaan-E-Bahaar,1979,5.809811763,Bad,,13
583237,Sher Shivaji,1987,7.5,Good,sher shivaji,12
306150,Ek Mahal Ho Sapno Ka,1975,6,Neutral,ek mahal ho sapno ka,20
1163677,Hamdard,1953,5.74247822,Bad,hamdard,7
746835,Mohar,1959,5.617246214,Bad,mohar,5
305919,Yasmin,1955,6.476174039,Bad,yasmin,6
1194578,Sumbandh,1982,6.664664314,Bad,sumbandh,8
859128,Prem Tantra,2021,5.173912876,Bad,prem tantra,11
904514,Soldier as Thakur Daler Singh,1969,6.767985926,Bad,soldier thakur daler singh,29
1035672,Kahani Rubberband Ki,2022,7,Bad,kahani rubberband ki,20
300740,Char Dil Char Rahen,1959,5.208363828,Bad,char dil char rahen,19
55089,Sampoorna Ramayanam,1961,5,Neutral,sampoorna ramayanam,19
1150730,The Spark,2023,6.817695903,Bad,spark,9
766444,Sawan Ke Geet,1978,10,Good,sawan ke geet,13
629321,Gamak Ghar,2019,9,Good,gamak ghar,10
303347,Black Mail,1973,6.5,Neutral,black mail,10
236299,Vandana,1975,10,Good,vandana,7
342064,18.11 - A Code of Secrecy,2014,6.879730137,Bad,code secrecy,25
606015,Janta Ki Adalat,1994,5.3,Neutral,janta ki adalat,15
485088,Juze,2018,6.3,Neutral,juze,4
992309,Raaste Pyar Ke,1982,1,Bad,raaste pyar ke,14
260648,To Be Continued,2007,6.7,Neutral,continued,15
704634,Scribbles on Akka,2000,5.528079666,Bad,scribble akka,17
553480,Rukmavati's Mansion,1991,5.700243477,Bad,rukmavati mansion,19
426177,Elaan-E-Jung,1989,6.528840512,Bad,,12
926672,Dhuin,2022,10,Good,dhuin,5
901562,Andaman,2021,5.594812663,Bad,andaman,7
372948,My Son is Gay,2016,1.5,Bad,son gay,13
1125323,A Knowing,2023,6.726042601,Bad,knowing,9
302143,Charandas,1977,6.470867478,Bad,charandas,9
161793,99.9 FM,2005,4,Bad,fm,7
868553,Amriki Pandit,2022,5.940422043,Bad,amriki pandit,13
1084803,RETROSPECT,2023,5.343948511,Bad,retrospect,10
554503,The Wound,2002,6.145035075,Bad,wound,9
199408,1971,2007,6.3,Neutral,,4
919024,Memsahab,2008,5.426368554,Bad,memsahab,8
637185,The Wayfarers,2019,5.411549977,Bad,wayfarer,13
431804,The Pink Mirror,2003,4.7,Neutral,pink mirror,15
81154,Jaanleva,2011,5.873699663,Bad,jaanleva,8
596085,Gun Pe Done,2019,5.272331309,Bad,gun pe done,11
948103,Daughters of This Century,2001,5.736152583,Bad,daughter century,25
870649,Entrance Exam,2020,5.451689509,Bad,entrance exam,13
647075,The Mouse,,5.922482329,Bad,mouse,9
850957,Uff,2020,5.796545243,Bad,uff,3
81145,Thodi Life Thoda Magic,2008,5.543390851,Bad,thodi life thoda magic,22
859133,Physiotherapist,2021,5.512253662,Bad,physiotherapist,15
542143,Chalo Jeete Hain,2018,5.791115438,Bad,chalo jeete hain,16
8017,Mohini Bhasmasur,1913,6.69869454,Bad,mohini bhasmasur,16
850178,1+1,2019,5.835007035,Bad,,3
444075,Saas Bahu Aur Sensex,2008,4,Bad,saas bahu aur sensex,20
433250,James Bond 777,1971,6.779758006,Bad,james bond,14
721051,Iti,,5.716416416,Bad,iti,3
1182598,Fly High Little Hearts,2023,6.456310176,Bad,fly high little heart,22
1158813,As the River Flows,2012,5.7054476,Bad,river flow,18
912008,Mardangi,1988,6.878825747,Bad,mardangi,8
725062,Phati Padi Hai Yaar,2019,6,Neutral,phati padi hai yaar,19
495799,Adha Din Adhi Raat,1977,5.336309223,Bad,adha din adhi raat,18
892529,Aa Bhi Ja O Piya,2022,6.750339991,Bad,aa bhi ja piya,16
1199725,Tamas,1988,9,Good,tamas,5
1148486,Vedaa,,5.552313682,Bad,vedaa,5
1107034,Sparsh,2019,6.71363807,Bad,sparsh,6
496367,Panchlait,2017,5.73517051,Bad,panchlait,9
170992,Meeting a Milestone,1989,6.074385074,Bad,meeting milestone,19
1190420,Murakh The Idiot,2017,5.789692116,Bad,murakh idiot,16
528299,Sitamgar,1985,5.110700339,Bad,sitamgar,8
326053,Madhu Malti,1978,6.105690299,Bad,madhu malti,11
833541,Bombay In The Night's Embrace,1967,5.929424716,Bad,bombay night embrace,29
681225,Babloo Bachelor,2021,6.726689793,Bad,babloo bachelor,15
304049,Pancham Unmixed: Mujhe Chalte Jaana Hai...,2009,6.118818612,Bad,pancham unmixed mujhe chalte jaana hai,42
1191883,In Defence Of Freedom,2017,6.127241799,Bad,defence freedom,21
607478,Jeene ki arzoo,1981,5.612643573,Bad,jeene ki arzoo,14
547409,Dream Mall,2015,5.703894815,Bad,dream mall,10
514508,Saheb Bahadur,1977,5.556908868,Bad,saheb bahadur,13
433918,Jai jwala maa,2000,9.5,Good,jai jwala maa,13
308056,Lootmaar,1980,5,Neutral,lootmaar,8
979137,Rani Rani Rani,2022,6.571789788,Bad,rani rani rani,14
820824,Motu Patlu & Robo Kids,2019,10,Good,motu patlu robo kid,22
1132127,Cheenti Cheenti Bang Bang,2008,6.686470688,Bad,cheenti cheenti bang bang,25
702900,Geek Out,2013,10,Good,geek,8
691967,Apna Desh,1949,5.474732613,Bad,apna desh,9
217445,Jatt Airways,2013,7,Bad,jatt airway,12
214863,Inki Toh Aisi Ki Thaisi,2013,3,Bad,inki toh aisi ki thaisi,23
731077,Raju Bajrangi,2017,5,Neutral,raju bajrangi,13
543958,Zameen Ke Tare,1960,5.59671761,Bad,zameen ke tare,14
474171,India,2005,5.130829065,Bad,india,5
419514,Muraliwala,1927,5.258055655,Bad,muraliwala,10
405967,Stepney,2014,5,Neutral,stepney,7
308300,Return of Mr. Superman,1960,3,Bad,return superman,22
911908,Jwaala Daaku,1981,5.143602237,Bad,jwaala daaku,12
712442,Aag Aur Daag,1970,5.54549434,Bad,aag aur daag,12
683177,Faisla Main Karungi,1995,5.195831885,Bad,faisla main karungi,19
516004,Saat Sawal,1971,5.247277514,Bad,saat sawal,10
442295,Fearless: The Hunterwali Story,1994,5.72179305,Bad,fearless hunterwali story,30
306382,Tumhare Liye,1978,6.6865188,Bad,tumhare liye,12
304085,Begaana,1963,6.040892527,Bad,begaana,7
1124860,Siva,2009,5,Neutral,siva,4
976088,Chaar Cup Chai,2022,5.39553378,Bad,chaar cup chai,14
509298,Yahaan Sabki Lagi Hai,2015,6,Neutral,yahaan sabki lagi hai,21
406055,Gangs of Hyderabad,2015,5,Neutral,gang hyderabad,18
329683,Shola: Fire of Love,2004,6.444106824,Bad,shola fire love,19
509909,Dilli Gang,2013,5,Neutral,dilli gang,10
767663,72 Hoorain,2023,4.5,Neutral,hoorain,10
1209511,Wikki6,,6.611344589,Bad,,6
628854,Nirala,1950,4,Bad,nirala,6
309189,Pyaar Ka Saagar,1961,10,Good,pyaar ka saagar,15
1202909,"Mann kiya, Zomato kiya",,10,Good,mann kiya zomato kiya,22
509817,Sweekar,1973,10,Good,sweekar,7
406489,The Story of Love,1971,6.141277525,Bad,story love,17
311562,Khilaaf,1991,9,Good,khilaaf,7
